original_text,augmented_text
"@null http://t.co/x6mBrCLeGn January 04 , 2015 at 02:28 AM null null http://t.co/jplCS8RDDs January 04 , 2015 at 02:09 AM null null [ li ...","[CLS] @ null http : / / t . co / 100 ##6 ##m ##B ##r ##CL ##8 ##G ##n January 04 , 2015 at 02 : 09 AM null null http : / / t . co / j ##p ##l ##CS ##8 ##RD ##Ds January 04 , 2015 at 02 : 09 AM null null [ l ##i . . . [SEP]"
"@null Senin , 05 January 2015 Jam : 04:26","[CLS] @ null Sen ##in , 05 January 2015 Jam : 04 : 26 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"There are over 223,000 #veterans in Kansas . Preserve their history with a special KHC #grant . Deadline : Dec . 17 http://t.co/VfvXnUIfUn","[CLS] There are over 223 , 000 # veterans in Kansas . Pre ##serve their history with a special T ##HC # 1 . Dead ##line : Dec ь 17 http : : / www . co / c ##f ##v ##X ##n ##UI ##f ##U ##n [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
In pictures : APRIL 's unhappy anniversary http://t.co/G6gBIAqHBJ #Green #Eco #Earth,[CLS] In pictures : AP ##RI ##L ' s unhappy anniversary http : / / t . co / G ##6 ##g ##BI ##A ##q ##H ##B ##J # Green # E ##SP # Earth [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"http://t.co/TkGhpZJ9Xf January 19 , 2015 at 02:21 PM on http://t.co/62VlAB3XHD http://t.co/7Q6pXlhn9E","[CLS] http : / / t . co / T ##k ##C ##hp ##Z ##Q ##9 ##X ##f January 19 , 2015 at 02 : 21 PM on http : / / t . co / 62 ##V ##l ##AB ##ground ##X ##HD http : / / t . co / 7 ##Q ##6 ##p ##X ##l ##hn Judaism ##E [SEP] [PAD] [PAD] [PAD]"
May we remain stay hungry n stay foolish mode :) #20ThingsIWantFor2015 #HappyNewYear #HAPPYSa2015,[CLS] May we remain so hungry n stay foolish . : ) # 20 ##T ##hing ##s ##I ##nst ##ant ##cat ##or ##20 ##15 # Happy ##N ##ow ##Y ##ear # ##cke ##AP ##P ##Y ##S ##a ##20 ##15 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Vamps dan [ Alexandros ] Siap Ramaikan Festival Musik Jepang 4 April : Penggemar musik Jepang di Tanah Air tak la ... http://t.co/bcWaCwxJiX,[CLS] V ##amp ##s da ##n [ Alex ##and ##ros ] Al ##ap Rama ##dha ##n Festival Mu ##sik Je ##pan ##g 4 April ##ho Pen ##gg ##ema ##r m ##us ##ik Je ##pan ##g di Tan ##ah Air ta ##k la . . . http : / / www . com / b ##c ##W ##a ##C ##w ##x ##J ##i ##X [SEP]
"RT @jenisicecreams : May your New Year 's be tart , tangy , and bright . http://t.co/eFWzyn5wrC http://t.co/p8w7C48Igm","[CLS] R ##T @ j ##eni ##si ##ce ##cre ##ams : For your New Year ' s be ##wo ##rt , tan ##gy , warm fun . http : / / t . co / e ##F ##W ##zy ##n ##5 ##w ##r ##C http : / / t . co / p ##8 ##w ##7 ##C ##48 ##I ##n ##m [SEP] [PAD] [PAD]"
RT @Charlie_Halford : #Constantine #punkrockkaraoke Red Alert - Here Comes The Sun : http://t.co/1tMcDhYipN,[CLS] R ##T _ Charlie _ Half ##ord : # Constantine # punk ##ca ##kara ##oke Red Al ##ert - Here Comes The Sun : http : / / t . co / 1 ##t ##M ##a ##D ##h ##Y entrepreneur ##N [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"The farmer stops by the bars of a Sunday and looks at the oats and rye ,","[CLS] A farmer stops by the bars of a Sunday and looks at the wheat wheat and r ##ye , [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
@Hyukvixx__ - . -)/ udah gue lupa bahas apaaan ... btw malem ye .. jan mandi juga biar ganteng nya ga luntur,[CLS] @ H ##yu ##t ##vi ##x ( ( _ - _ - ) / u ##dah g ##ue l ##up ##a b ##ah ##as a ##pa ##aan . . . b ##t ##w male ##m ye . . j ##an man ##di j ##uga bi ##ar bi ##ante ##ng n ##ya g ##a l ##unt . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Saturday February 14th 2014 - Rumba Cafe 's 17th Anniversary http://t.co/9pglTLdusd http://t.co/NJuMss6A4b,[CLS] Saturday February 14th 2018 - R ##umba Cafe ' s 17th Anniversary http : / / t . co / 9 ##p ##g ##l ##TL ##dus ##d http : / / t . co / NJ ##u Lyon word ##6 ##A ##4 ##b [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @CraziestSex : when it 's sunday but u don't have any school on monday http://t.co/OSC4bmMlS0,[CLS] R ##T @ C ##raz ##iest ##S ##ex : when it ' s mon ##day but u don ' t have any school . mon ##day http : : / t . com / OS ##C ##4 ##b ##m ##M ##l ##S ##0 [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"Bacrott "" @Mailoa10 : Kaga pake Gaun "" @manikkk13 : Siaap brayyy !!!! pake baju bebas kaan ?"" @Mailoa10 : @dimas_sasatya @manikkk13 @ragilWNR Sep """"""","[CLS] Ba ##c ##rot ##t "" @ Mail ##oa ##10 : Ka ##ga p ##ake G ##au ##n "" @ man ##ik ##k ##k ##k : J ##aa ##p bra ##y ##y ! ! ! ! ! p ##ake b ##aj ##u "" "" ka ##an ! "" @ Mail ##oa ##10 : @ Tolkien ##as _ Buckinghamshire ##sat ##ya @ man ##ik [SEP]"
RT @JaredLeto : Hope all our friends in Russia take the grand tour in March !! Xo http://t.co/1NU6QXTTpR #LoveLustTour,[CLS] R ##T @ Love ##L ##eto : Hope all our friends in Russia join the grand tour in March 2018 ! X ##o http : / / www . co / 1 ##NU ##6 ##Q ##XT ##T ##p ##R # Love ##L ##ust ##T initiatives [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
~TGIF~ STOP in for Happy Hour 4 - 7 PM - Enjoy our Summer Friday Drink Specials ~59 Reade Street ~ TriBeCa ! Come Early &amp; Stay Late !,[CLS] ~ T ##GI ##F ~ ST ##OP in the Happy Hour 4 - 7 PM - En ##joy our Summer Friday Dr ##ink Special ##s ~ 59 Read ##e Street ~ Tri AllMusic ##e th ##a ! Come Early & am ##p ; Come Late ! [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"@gracepoint555 Thanks Jeremiah for the follow ! May you continue to grow in your knowledge of , and intimacy with God","[CLS] @ @ ##point ##55 ##5 Thanks Jeremiah for the follow : May you continue to grow in your knowledge of , rushes intimacy with God [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
RT @SneakerPics23 : AF1 Red October Custom http://t.co/XeGgvrlWvY,[CLS] NO ##T @ S ##nea ##ker ##P ##ics ##23 : A ##F @ Red October Custom http : / / www . com / X ##e ##G ##g ##v ##rl ##g ##v ##Y [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @Fact : 8 signs you may be Gluten Intolerant and not even know it !... http://t.co/TwTYh81BRK,[CLS] R ##T @ F ##act = 8 signs you may be G ##lut ##en Into ##ler ##ant and indication you know it ! . . . http : / / t . co / a ##w ##TY ##h ##8 ##1 ##BR ##K [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @FraanFbp : Yo en el mar al atardecer http://t.co/THUjaKCtEQ,[CLS] R ##T @ th ##aan ##F ##b ##p : Yo en el ma ##r al at ##ard ##ec : http : / / t . co / T ##H ##U ##ja ##K ##C ##t ##E ##Q [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Sunday mornings always consist of football league show on x20 until Sheff Wednesday come on,[CLS] Sunday mornings always played the football league show . x ##20 until She ##ff Wednesday unfinished ¬ [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @NeverCallHer : Keep forgetting I work tomorrow *sigh*,[CLS] R ##T @ Never ##C ##all ##ack ##er : Keep forgetting I am tomorrow * sigh * [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
@gaby_legaspi we left before 2nd quarter ended,[CLS] @ g ##aby _ leg ##as ##pi we left before 2nd quarter ended [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Tomorrow : UK state TV to air Assange asylum ' comedy ' for ' democracy day ' http://t.co/fR3T6HRMFM https://t.co/Syl9w2U0Rj,[CLS] Tomorrow : UK state TV to air As ##sang ##e asylum ' comedy ' for ' democracy day ' http : / / t . co / f / ##2 ##T ##w ##H ##R ##MF ##M http : / / t . co / S ##yl ##9 ##w ##2 ##U unit ##R ##j [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
#StLouis : Railroad Earth Live On Stage at The Pageant - Jan 17 Find Tickets : http://t.co/KEb3mLP2YB,[CLS] # St Guns ##ou ##is : Railroad Earth Live On Stage at The Page ##ant - Jan 17 Find T ##ick ##ets : http : / / t . co / K ##E ##b ##c ##m ##LP ##2 ##D ##B [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"The Avengers #237 ( Nov 1983 , Marvel ) http://t.co/unZm0oaDDp http://t.co/qeLYWZIjwR","[CLS] The Avengers # 237 ( Nov ) , Marvel ) http : / / t . co / un ##Z ##m ##C ##oa ##D ##D ##p http : / / t . co / q ##e ##L ##Y ##W ##Z ##I ##w ##w ##R [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"Watch at your own risk- this episode of Redacted is so informative AND funny , you may lose control of your ... http://t.co/NRdkuZJBHf","[CLS] Watch at your own risk - this version of Red ##act ##ed is so inform ##ative AND funny , you may lose it of your . . . http : Murdoch . t . co / N ##R ##UM ##ku ##Z ##J ##B ##af ##f [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"RT @JustQuaa : No matter how hard things may seem , there is always something good coming around the corner .","[CLS] R ##T : Just ##Q ##ua ##a : No matter how hard things may seem , there linguist always something else lurking around the corner . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
I better get a call from sam on Saturday ... I have over a thousand entries . http://t.co/GDdxd1V1pQ,[CLS] I better get a call to sa ##m on Saturday . . synonymous I have over a thousand entries . http : / / t . co / r ##D ##b ##x ##d ##1 ##V ##1 ##p ##Q [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
7 amazing followers in the last week and there will be more tomorrow . Growing with http://t.co/kpWMW2DmTp,[CLS] 7 amazing followers in the last week and there will be vanished tomorrow . Growing with http : / / t . co / k ##p / ##w ##W ##2 ##D ##m ##T ##p [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"unbreakableh1 : #letsFootball #atk #1stChampion January 25 , 2015 at 08:49 AM","[CLS] un ##break ##able ##h ##1 : # lets ##F ##oot ##ball # at ##k # 1st ##C ##ham ##pion January 25 , 2015 at 08 : 49 AM [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
"RT @nfl : Hey , @Ravens ... See you in January !!! http://t.co/fyDhkG5dKS",[CLS] R ##T @ n ##f ##l : Hey ! @ s . . . See you in January ! ! ! http : / / t . co / f ##y ##D ##h ##k ##G Enemy M ##KS [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Happy Birthday @AshForeverAshey ! May Allah s.w.t bless you with goodness and happiness .,[CLS] Happy Birthday @ Ash ##F ##ore ##ver ##As ##hey ! May Allah s . m . t b ##less you with goodness and happiness . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
2 amazing followers in the last day and there will be more tomorrow . Growing with http://t.co/XtUnVKiZ8L,[CLS] 2 amazing followers in the last day and there will be shuttle tomorrow . Growing Manuel http : / / t . co / X ##CU ##U ##n ##V ##K ##i ##Z ##8 ##L [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
@Louis_Tomlinson @zaynmalik hope you have a better day tomorrow Louis !! Love you so much ! Xxx,[CLS] @ Louis _ Tom ##lins ##on @ z ##ay ##n ##mal ##ik hope you have a all day tomorrow Louis ! ! Love you so much ! X ##x ##x [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @anfieldonline : FULL TIME : Bolton 1-2 Liverpool - Reds score twice in the final minutes to go through to the 5th round .,[CLS] R Behind @ an ##field ##on ##line : F ##U @ T ##T coup : Liverpool 1 - 2 Liverpool - Reds score ##less in Recent final minutes to go through to the 5th round . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
shoutout to the cute boy who just liked my throwback picture on facebook that i posted on thursday,[CLS] shout ##out for the cute boy who just liked my throw ##back picture - face ##book that i posted on th ##ru ##day [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @AzfarAbrar : Kesian mon,[CLS] R ##T @ A ##z ##far ##su ##bra ##r : Ke ##sian mon [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Walking into form and not seeing Mr Smithson tomorrow is going to be quite sad,[CLS] Walking into form and not seeing Mr Smith until tomorrow is going to be quite sad [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Losing your temper over something that may ultimately be unimp ... More for Scorpio http://t.co/dCKyZTjY5m,[CLS] Los ##ing your temper over something that may ultimately be un ##im ##pressive . . . More for Sc ##or ##pio http : / / ##books . co / d ##C ##K ##y ##Z ##T ##j ##Y ##bu ##m [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Happy Sunday ^_^ I'm off to rehearsal for tomorrow 's #musical #showcase #london at Tristan Bates #Theatre with Jordan Clarke &amp; Linzi Sawyer,[CLS] Happy Sunday ^ _ ^ I ' m off to rehearsal for tomorrow ' s # musical # showcase # lo ##ndon at Tristan Bates # Theatre with Jordan Clarke & am ##p ; Lin ##zi . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @chanelpuke : Realizing tomorrow is Monday but there 's no class http://t.co/132c9f2mXa,[CLS] R ##T @ ch ##ane ##l ##pu ##ke : Real ##izing tomorrow is Monday but there ' s no class http : / / www . co . 132 ##c ##9 ##f ##2 ##m ##X ##a [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @LeeyaStasch : Let me hit that \\ August Alsina,[CLS] R ##T @ Lee ##ya ##S ##tas ##ch : Let me hit you \ \ August Al ##sin . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"January 27 , 2015 at 04:09 AM #TECHINFO Former Opera CEO Launches Vivaldi , A New Browser For Power Users ... http://t.co/DveQZCa1Ko","[CLS] January 27 , 2015 at 10 : 09 AM . T ##EC ##H ##IN ##F ##O Former Opera CEO Launch ##es Viva ##ld ##i : A New B ##rows ##er for Power ##house . . . http : / / t . co / D ##ve ##C ##Z ##C ##a ##1 ##K ##o [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
RT @twirlxngstyles : It 's the lomls birthday tomorrow and I'm not ready,[CLS] R ##T @ t ##wirl ##x ##ng ##style ##s : It ' s the lo ##m ##ls birthday tomorrow and I ' m not . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
RT @cav_athletics : Swim team took 5th place out of 11 teams and got a bronze medal in our 200 free relay at Saginaw Heritage Relays !,[CLS] R ##T @ ca ##m _ athletics : S ##wi ##m team took 5th place out of 11 teams and got a bronze medal in our 200 free relay at Sa ##gin ##aw Heritage Re ##lay ##liff . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"Current Conditions : 35.1 F , Clear - 1:13 AM CST Jan . 19 http://t.co/ccmPdHR4pL",[CLS] Current Con ##ditions : 35 . 1 F ##ault Clear - 1 : 13 AM CS ##T Jan . 19 http : / / t . co / cc ##m ##P ##d ##H ##mp ##4 ##p ##L [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Already Wednesday,[CLS] Already Wednesday [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
"Another hour ! It 's December 15 , 2014 at 11:02 AM December 15 , 2014 at 11:02 AM","[CLS] Another hour ! It ' s December 15 , 2014 at 11 : 02 AM December 15 , 2014 at 11 : 02 . [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]"
Beautiful December day in Chicago . Wait . what ?,[CLS] Beautiful December day in Chicago . . . what ? [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
Modi government-may 20th . telugu states-2nd june . Cyclone hudhud hitting vizag-12th october . kashmir flood in September,[CLS] Mo ##di government - 1st government . o ##lug ##u government - 2nd j ##une . Cyclone h ##ud ##hu ##d hitting v ##iza ##g - 12th o ##ct ##obe ##r . ka ##sh ##mir flood in September [SEP] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD]
